DropcamOut,LaptopOut,WelcomeOut,TIME,sum,noise,sum_
548846.0,0.0,23100.0,2016-10-06 19:00:00,571946.0,9300,581246.0
550332.0,0.0,15268.0,2016-10-06 20:00:00,565600.0,9719,575319.0
600058.0,0.0,16534.0,2016-10-06 21:00:00,616592.0,8937,625529.0
613634.0,0.0,15865.0,2016-10-06 22:00:00,629499.0,9878,639377.0
717166.0,0.0,15561.0,2016-10-06 23:00:00,732727.0,13021,745748.0
2302782.0,0.0,18404.0,2016-10-07 00:00:00,2321186.0,10024,2331210.0
662688.0,0.0,16432.0,2016-10-07 01:00:00,679120.0,10365,689485.0
2390666.0,5203687.0,16123.0,2016-10-07 02:00:00,7610476.0,10837,7621313.0
2087692.0,2741663.0,15717.0,2016-10-07 03:00:00,4845072.0,6678,4851750.0
5736728.0,3676708.0,15894.0,2016-10-07 04:00:00,9429330.0,8078,9437408.0
130979911.0,2170542.0,15228.0,2016-10-07 05:00:00,133165681.0,11404,133177085.0
791318.0,0.0,17162.0,2016-10-07 06:00:00,808480.0,10482,818962.0
666324.0,0.0,17247.0,2016-10-07 07:00:00,683571.0,15040,698611.0
519206.0,0.0,19900.0,2016-10-07 08:00:00,539106.0,11115,550221.0
7034016.0,0.0,15159.0,2016-10-07 09:00:00,7049175.0,9220,7058395.0
504644.0,0.0,22088.0,2016-10-07 10:00:00,526732.0,8764,535496.0
515736.0,0.0,15111.0,2016-10-07 11:00:00,530847.0,10421,541268.0
1374212.0,0.0,15185.0,2016-10-07 12:00:00,1389397.0,9844,1399241.0
505670.0,0.0,14887.0,2016-10-07 13:00:00,520557.0,8817,529374.0
502570.0,0.0,15750.0,2016-10-07 14:00:00,518320.0,10694,529014.0
505488.0,0.0,15580.0,2016-10-07 15:00:00,521068.0,10589,531657.0
510884.0,0.0,15526.0,2016-10-07 16:00:00,526410.0,8600,535010.0
509964.0,0.0,15888.0,2016-10-07 17:00:00,525852.0,6734,532586.0
512404.0,0.0,15383.0,2016-10-07 18:00:00,527787.0,11497,539284.0
509286.0,0.0,15108.0,2016-10-07 19:00:00,524394.0,12662,537056.0
518046.0,0.0,16007.0,2016-10-07 20:00:00,534053.0,9051,543104.0
882752.0,0.0,16072.0,2016-10-07 21:00:00,898824.0,8011,906835.0
1606554.0,0.0,23605.0,2016-10-07 22:00:00,1630159.0,10285,1640444.0
737692.0,0.0,15530.0,2016-10-07 23:00:00,753222.0,11777,764999.0
4931282.0,0.0,22166.0,2016-10-08 00:00:00,4953448.0,8512,4961960.0
1048346.0,0.0,16238.0,2016-10-08 01:00:00,1064584.0,7832,1072416.0
956808.0,0.0,15925.0,2016-10-08 02:00:00,972733.0,9538,982271.0
817328.0,0.0,15123.0,2016-10-08 03:00:00,832451.0,10004,842455.0
573380.0,0.0,15536.0,2016-10-08 04:00:00,588916.0,10244,599160.0
532378.0,0.0,15064.0,2016-10-08 05:00:00,547442.0,11541,558983.0
517600.0,0.0,15910.0,2016-10-08 06:00:00,533510.0,10781,544291.0
519800.0,0.0,15847.0,2016-10-08 07:00:00,535647.0,9842,545489.0
521910.0,0.0,19433.0,2016-10-08 08:00:00,541343.0,6536,547879.0
508298.0,0.0,15104.0,2016-10-08 09:00:00,523402.0,10492,533894.0
512678.0,0.0,15094.0,2016-10-08 10:00:00,527772.0,10025,537797.0
508678.0,0.0,16363.0,2016-10-08 11:00:00,525041.0,8815,533856.0
511534.0,0.0,17425.0,2016-10-08 12:00:00,528959.0,8070,537029.0
515030.0,0.0,16155.0,2016-10-08 13:00:00,531185.0,10582,541767.0
508092.0,0.0,14873.0,2016-10-08 14:00:00,522965.0,8637,531602.0
510120.0,0.0,15884.0,2016-10-08 15:00:00,526004.0,10474,536478.0
501250.0,0.0,15794.0,2016-10-08 16:00:00,517044.0,11661,528705.0
511770.0,0.0,16272.0,2016-10-08 17:00:00,528042.0,10377,538419.0
520360.0,0.0,15282.0,2016-10-08 18:00:00,535642.0,12788,548430.0
510636.0,0.0,15240.0,2016-10-08 19:00:00,525876.0,12901,538777.0
516606.0,0.0,14993.0,2016-10-08 20:00:00,531599.0,7949,539548.0
507934.0,0.0,15847.0,2016-10-08 21:00:00,523781.0,10736,534517.0
523746.0,0.0,17663.0,2016-10-08 22:00:00,541409.0,7629,549038.0
584712.0,0.0,15283.0,2016-10-08 23:00:00,599995.0,11441,611436.0
895410.0,0.0,20231.0,2016-10-09 00:00:00,915641.0,8180,923821.0
842322.0,0.0,25552.0,2016-10-09 01:00:00,867874.0,8392,876266.0
629268.0,0.0,15724.0,2016-10-09 02:00:00,644992.0,13336,658328.0
802254.0,0.0,15302.0,2016-10-09 03:00:00,817556.0,7264,824820.0
647214.0,0.0,14799.0,2016-10-09 04:00:00,662013.0,10218,672231.0
521472.0,0.0,15153.0,2016-10-09 05:00:00,536625.0,9532,546157.0
533330.0,0.0,15353.0,2016-10-09 06:00:00,548683.0,9458,558141.0
525092.0,0.0,19647.0,2016-10-09 07:00:00,544739.0,15453,560192.0
523248.0,0.0,14934.0,2016-10-09 08:00:00,538182.0,10229,548411.0
510276.0,0.0,16236.0,2016-10-09 09:00:00,526512.0,12518,539030.0
511040.0,0.0,14777.0,2016-10-09 10:00:00,525817.0,10868,536685.0
507402.0,0.0,14848.0,2016-10-09 11:00:00,522250.0,7331,529581.0
511406.0,0.0,15498.0,2016-10-09 12:00:00,526904.0,8242,535146.0
505358.0,0.0,22560.0,2016-10-09 13:00:00,527918.0,10396,538314.0
505464.0,0.0,15239.0,2016-10-09 14:00:00,520703.0,9314,530017.0
506130.0,0.0,15151.0,2016-10-09 15:00:00,521281.0,9873,531154.0
508388.0,0.0,15583.0,2016-10-09 16:00:00,523971.0,11432,535403.0
515074.0,0.0,15149.0,2016-10-09 17:00:00,530223.0,11231,541454.0
518488.0,0.0,15162.0,2016-10-09 18:00:00,533650.0,12846,546496.0
527498.0,0.0,16022.0,2016-10-09 19:00:00,543520.0,7532,551052.0
566874.0,0.0,15826.0,2016-10-09 20:00:00,582700.0,7302,590002.0
592354.0,0.0,15716.0,2016-10-09 21:00:00,608070.0,8317,616387.0
612290.0,0.0,15319.0,2016-10-09 22:00:00,627609.0,11841,639450.0
631578.0,0.0,15016.0,2016-10-09 23:00:00,646594.0,12536,659130.0
865432.0,0.0,19040.0,2016-10-10 00:00:00,884472.0,9882,894354.0
1518724.0,0.0,17737.0,2016-10-10 01:00:00,1536461.0,11009,1547470.0
1332732.0,0.0,16090.0,2016-10-10 02:00:00,1348822.0,8815,1357637.0
1154420.0,0.0,15872.0,2016-10-10 03:00:00,1170292.0,10262,1180554.0
748914.0,0.0,15219.0,2016-10-10 04:00:00,764133.0,8468,772601.0
636198.0,0.0,15508.0,2016-10-10 05:00:00,651706.0,10831,662537.0
618310.0,0.0,17588.0,2016-10-10 06:00:00,635898.0,9582,645480.0
578454.0,0.0,15319.0,2016-10-10 07:00:00,593773.0,11480,605253.0
524340.0,0.0,19913.0,2016-10-10 08:00:00,544253.0,9485,553738.0
522066.0,0.0,15397.0,2016-10-10 09:00:00,537463.0,10632,548095.0
516426.0,0.0,14726.0,2016-10-10 10:00:00,531152.0,11235,542387.0
523108.0,0.0,15367.0,2016-10-10 11:00:00,538475.0,10564,549039.0
540886.0,0.0,17981.0,2016-10-10 12:00:00,558867.0,7450,566317.0
526420.0,0.0,16890.0,2016-10-10 13:00:00,543310.0,12335,555645.0
520686.0,0.0,16594.0,2016-10-10 14:00:00,537280.0,6795,544075.0
514980.0,0.0,16272.0,2016-10-10 15:00:00,531252.0,13985,545237.0
519344.0,0.0,16283.0,2016-10-10 16:00:00,535627.0,8032,543659.0
509298.0,0.0,15494.0,2016-10-10 17:00:00,524792.0,10090,534882.0
521736.0,0.0,17000.0,2016-10-10 18:00:00,538736.0,11330,550066.0
558832.0,0.0,16099.0,2016-10-10 19:00:00,574931.0,14656,589587.0
602358.0,0.0,15063.0,2016-10-10 20:00:00,617421.0,11531,628952.0
1925652.0,0.0,16633.0,2016-10-10 21:00:00,1942285.0,8453,1950738.0
3141642.0,712762.0,14474.0,2016-10-10 22:00:00,3868878.0,7206,3876084.0
3667048.0,14002096.0,15166.0,2016-10-10 23:00:00,17684310.0,11222,17695532.0
3746518.0,5780904.0,18577.0,2016-10-11 00:00:00,9545999.0,11600,9557599.0
2334290.0,4826786.0,17691.0,2016-10-11 01:00:00,7178767.0,6132,7184899.0
2552368.0,5602791.0,16270.0,2016-10-11 02:00:00,8171429.0,7944,8179373.0
3360914.0,26921307.0,14973.0,2016-10-11 03:00:00,30297194.0,8708,30305902.0
2136500.0,10468072.0,15223.0,2016-10-11 04:00:00,12619795.0,7831,12627626.0
1424882.0,107691.0,20317.0,2016-10-11 05:00:00,1552890.0,8909,1561799.0
1047408.0,1747978.0,16281.0,2016-10-11 06:00:00,2811667.0,7911,2819578.0
767166.0,0.0,14922.0,2016-10-11 07:00:00,782088.0,9689,791777.0
531806.0,0.0,20023.0,2016-10-11 08:00:00,551829.0,9434,561263.0
526956.0,0.0,15402.0,2016-10-11 09:00:00,542358.0,12216,554574.0
516966.0,0.0,22423.0,2016-10-11 10:00:00,539389.0,13644,553033.0
580098.0,0.0,14826.0,2016-10-11 11:00:00,594924.0,9980,604904.0
661496.0,0.0,15325.0,2016-10-11 12:00:00,676821.0,9435,686256.0
747210.0,0.0,15769.0,2016-10-11 13:00:00,762979.0,10949,773928.0
615732.0,0.0,15171.0,2016-10-11 14:00:00,630903.0,10864,641767.0
544332.0,0.0,15578.0,2016-10-11 15:00:00,559910.0,6397,566307.0
525228.0,0.0,22224.0,2016-10-11 16:00:00,547452.0,11881,559333.0
634458.0,0.0,20508.0,2016-10-11 17:00:00,654966.0,10316,665282.0
523236.0,0.0,19971.0,2016-10-11 18:00:00,543207.0,12027,555234.0
524688.0,0.0,21542.0,2016-10-11 19:00:00,546230.0,12300,558530.0
578370.0,0.0,15478.0,2016-10-11 20:00:00,593848.0,11025,604873.0
612516.0,0.0,15835.0,2016-10-11 21:00:00,628351.0,10625,638976.0
888176.0,0.0,15406.0,2016-10-11 22:00:00,903582.0,8051,911633.0
742366.0,0.0,15609.0,2016-10-11 23:00:00,757975.0,14325,772300.0
1719044.0,0.0,18696.0,2016-10-12 00:00:00,1737740.0,11307,1749047.0
1111250.0,1962554.0,15926.0,2016-10-12 01:00:00,3089730.0,9674,3099404.0
583960.0,39842505.0,16300.0,2016-10-12 02:00:00,40442765.0,12138,40454903.0
275160.0,48519206.0,6668.0,2016-10-12 03:00:00,48801034.0,11770,48812804.0
